year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2009,1,1032300,33300,31,0,999316,32984,9.6654179153923,2.30079402596866,9,22.3800016528926,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_01.csv.gz
2009,2,932400,33300,28,0,902608,29792,9.07270211439561,2,8.31467599067599,22.5285798319328,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_02.csv.gz
2009,3,1032300,33300,31,0,999316,32984,9.06244806971221,2.23076923076923,8.08421052631579,21.7586206896552,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_03.csv.gz
2009,4,999000,33300,30,0,967080,31920,8.23997735695386,2,7.84507042253521,18.3333333333333,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_04.csv.gz
2009,5,1032300,33300,31,0,999316,32984,8.26477022483962,2.00666666666667,7.71875,19,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_05.csv.gz
2009,6,999000,33300,30,0,967080,31920,9.36426492454539,2.27447050277245,8.72727272727273,22.7767034674064,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_06.csv.gz
2009,7,1032300,33300,31,0,999316,32984,9.77401291531955,2.22641284815813,9,24,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_07.csv.gz
2009,8,1032300,33300,31,0,999316,32984,9.95712034763609,2.15789473684211,9,25.5139112903226,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_08.csv.gz
2009,9,999000,33300,30,0,967080,31920,9.25058038583035,2,8.16216216216216,23.5,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_09.csv.gz
2009,10,1032300,33300,31,0,999316,32984,6.45028270414693,1.6343265380415,6,16.1343392412935,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_10.csv.gz
2009,11,999000,33300,30,0,967080,31920,8.82356939929156,2,8.00962001184571,21.480961038961,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_11.csv.gz
2009,12,1032300,33300,31,0,999316,32984,8.59945621568099,2,7.92307692307692,22.9674474418605,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2009_12.csv.gz
