organ,organ_label,model,focal_term,exposure,exposure_label,curve_group,curve_exposure_value,source_n,n,sampled,finegray_max_n,time_days,cif
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,1,0.0018660793958497
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,2,0.00311885844884063
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,3,0.00563050080952454
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,4,0.00626321900878612
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,5,0.00689775467215281
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,6,0.00753263758161149
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,7,0.00944552738709214
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,8,0.01008700281832997
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,9,0.01073116350264979
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,10,0.01137511468393925
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,12,0.01202044713332239
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,13,0.01395644910932414
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,14,0.01524951498273419
HR,Heart,heat_humidity,tmax_5c,Tmax per 5 C,Tmax,Q1 reference,2.999828098053712,73624,999,TRUE,1000,15,0.01590410555825783
