year,variable,rows,zips,dates,missing_values,mean,p01,p50,p99
2005,erc,12154500,33300,365,0,27.436838191389,1.14285714285714,26,80.2666666666667
2005,etr,12154500,33300,365,0,4.47958770133618,0.465,4.41428571428571,11.1619047619048
2005,pet,12154500,33300,365,0,3.34570150789285,0.3,3.25,8.03545483870967
2005,pr,12154500,33300,365,0,2.68191588627035,0,0,35.7166666666667
2005,rhmean_pct,12154500,33300,365,0,65.0839304955609,26.5416666666667,66.95,86.8558823529412
2005,rmax_pct,12154500,33300,365,0,87.1343451371477,39.5,90.6193548387097,100
2005,rmin_pct,12154500,33300,365,0,43.0335158539741,11.834692393321,43.4,74.45
2005,sph,12154500,33300,365,0,0.00720359861797511,0.00096,0.00606375,0.01802
2005,srad,12154500,33300,365,0,186.816607107899,32.775,185.74,349.960004651163
2005,temp_range_c,12154500,33300,365,0,11.8844342279672,4.10000000000002,11.7814814814815,20.9
2005,tmax_c,12154500,33300,365,0,18.6386952631818,-8.11249999999996,20.2642857142857,36.95
2005,tmean_c,12154500,33300,365,0,12.6964781491982,-12.8431833333334,13.8,29.7928571428572
2005,tmin_c,12154500,33300,365,0,6.7542610352146,-18.3205882352941,7.37000000000001,24.3625
2005,vs,12154500,33300,365,0,3.98954696461774,1.2,3.69375,9.3
2006,erc,12154500,33300,365,0,29.0442468575303,0.333333333333333,26.5,85
2006,etr,12154500,33300,365,0,4.68520034084032,0.604545454545455,4.4,12.1571428571429
2006,pet,12154500,33300,365,0,3.46109576980277,0.4,3.2,8.64
2006,pr,12154500,33300,365,0,2.76538672301817,0,0,36.2
2006,rhmean_pct,12154500,33300,365,0,63.3590223712137,22.8979991666667,65.5333333333333,86.2821428571429
2006,rmax_pct,12154500,33300,365,0,85.4935236471972,34.4416598360656,89.1151425231544,100
2006,rmin_pct,12154500,33300,365,0,41.2245210952302,9.76666666666667,41.675,73.2
2006,sph,12154500,33300,365,0,0.00702344691634811,0.00114,0.00599925925925926,0.01736
2006,srad,12154500,33300,365,0,188.242801501563,32.7830673635308,184.9,352.8
2006,temp_range_c,12154500,33300,365,0,12.0188006254389,4.34545454545452,11.8580645161291,21.23
2006,tmax_c,12154500,33300,365,0,19.1676306602415,-3.4785714285714,20.1071428571428,38.05
2006,tmean_c,12154500,33300,365,0,13.158230347522,-8.68170842572062,13.68,30.5
2006,tmin_c,12154500,33300,365,0,7.14883003480255,-14.45,7.35000000000002,24.4250000000001
2006,vs,12154500,33300,365,0,4.14376617571732,1.3,3.82307692307692,9.6
2007,erc,12154500,33300,365,0,29.9067760147832,1,28.3478260869565,84.7176470588235
2007,etr,12154500,33300,365,0,4.67166802511701,0.475,4.7,10.903125
2007,pet,12154500,33300,365,0,3.46216264029278,0.3,3.45,7.86989266343134
2007,pr,12154500,33300,365,0,2.55775434791644,0,0,33.6333333333333
2007,rhmean_pct,12154500,33300,365,0,63.0929945345036,23.6,64.8,87
2007,rmax_pct,12154500,33300,365,0,84.8083799350812,34.8388846153846,88.0333333333334,100
2007,rmin_pct,12154500,33300,365,0,41.377609133926,10.8655997377049,41.2,75.1111111111111
2007,sph,12154500,33300,365,0,0.00703582612115156,0.000853333333333334,0.00614,0.0175872727272727
2007,srad,12154500,33300,365,0,189.44807065534,32.3857142857143,189.575,352.275
2007,temp_range_c,12154500,33300,365,0,11.9704204266893,4.14615384615382,11.85,20.9640006250001
2007,tmax_c,12154500,33300,365,0,18.738007481003,-8.56818181818181,21.3333333333333,37.05
2007,tmean_c,12154500,33300,365,0,12.7527972676583,-13.58125,14.7,29.75
2007,tmin_c,12154500,33300,365,0,6.76758705431365,-19.05,7.95909090909095,24.25
2007,vs,12154500,33300,365,0,4.10986720120895,1.28888888888889,3.8,9.575
2008,erc,12187800,33300,366,0,27.9270668341134,1.18181818181818,25.8,87.7916666666667
2008,etr,12187800,33300,366,0,4.53751945567462,0.5,4.4,11.7333333333333
2008,pet,12187800,33300,366,0,3.36465760879363,0.330303030303031,3.2,8.375
2008,pr,12187800,33300,366,0,2.86845035679098,0,0,37.1
2008,rhmean_pct,12187800,33300,366,0,63.8257024227478,21.9125,66.0833333333333,85.45
2008,rmax_pct,12187800,33300,366,0,85.4548912805755,32.55,88.9,100
2008,rmin_pct,12187800,33300,366,0,42.1965135649201,9.7875,42.9833333333333,71.8
2008,sph,12187800,33300,366,0,0.00676366687017753,0.000848571428571429,0.005698125,0.01712
2008,srad,12187800,33300,366,0,189.064459624729,32.9,189.2,354.2
2008,temp_range_c,12187800,33300,366,0,12.0202517188847,4.47222222222223,11.85,21.2
2008,tmax_c,12187800,33300,366,0,18.0462006765044,-8.54999999999996,20.0166666666667,36.7568970306514
2008,tmean_c,12187800,33300,366,0,12.036074817062,-13.9722222222222,13.3935483870968,29.525
2008,tmin_c,12187800,33300,366,0,6.02594895761975,-20.05,6.81666666666672,24.0833333333333
2008,vs,12187800,33300,366,0,4.19302654237792,1.29259259259259,3.86923076923077,9.63684210526316
2009,erc,12154500,33300,365,0,26.5127352872036,1.25,23.5882352941177,86
2009,etr,12154500,33300,365,0,4.3254941190364,0.4,4.1,11.7
2009,pet,12154500,33300,365,0,3.22354556339183,0.3,3.01428571428571,8.37142857142857
2009,pr,12154500,33300,365,0,2.94139778186932,0,0,36.5666666666667
2009,rhmean_pct,12154500,33300,365,0,65.1282159374654,22.2404750982962,67.7,88.4009647435897
2009,rmax_pct,12154500,33300,365,0,86.6074573668154,33.1,91.3588235294118,100
2009,rmin_pct,12154500,33300,365,0,43.6489745081153,10.1,44.3,77.3
2009,sph,12154500,33300,365,0,0.00692689259379426,0.000872857142857143,0.00596052631578947,0.01767
2009,srad,12154500,33300,365,0,183.423617728874,32.7851833333333,177.2,356.1
2009,temp_range_c,12154500,33300,365,0,11.5402380654699,3.74285714285713,11.3,21.0200000000002
2009,tmax_c,12154500,33300,365,0,17.7892937947558,-9.06999999999994,19.4566666666667,37.05
2009,tmean_c,12154500,33300,365,0,12.0191747620209,-14.2,13.26875,30.1
2009,tmin_c,12154500,33300,365,0,6.24905572928591,-19.9961552706553,7.09285714285716,24.6166666666667
2009,vs,12154500,33300,365,0,4.11010075001213,1.3,3.8,9.6
2010,erc,12154500,33300,365,0,28.6833697333322,1,27,83.6666666666667
2010,etr,12154500,33300,365,0,4.55005713272616,0.2,4.5,11.5466666666667
2010,pet,12154500,33300,365,0,3.39082343231384,0.2,3.32142857142857,8.21176610644255
2010,pr,12154500,33300,365,0,2.72069117910132,0,0,38.8062644230766
2010,rhmean_pct,12154500,33300,365,0,64.7071713486527,24.1343114973262,66.7923076923077,90.8357142857143
2010,rmax_pct,12154500,33300,365,0,85.7584213158137,38.6166666666667,88.9857142857143,100
2010,rmin_pct,12154500,33300,365,0,43.6559213814916,8.25,43.3090909090909,83
2010,sph,12154500,33300,365,0,0.00717030195280122,0.00105714285714286,0.00581333333333333,0.01857
2010,srad,12154500,33300,365,0,189.467133158023,34.7857142857143,190.723205128205,352.286671794872
2010,temp_range_c,12154500,33300,365,0,11.771773397271,2.69999999999993,11.8,21.8818181818182
2010,tmax_c,12154500,33300,365,0,18.4372226636098,-8.68333333333334,20.25,37.35
2010,tmean_c,12154500,33300,365,0,12.5513359649743,-13.3730769230769,13.5703703703704,30.5272727272728
2010,tmin_c,12154500,33300,365,0,6.66544926633877,-19.0277777777777,7,25.125
2010,vs,12154500,33300,365,0,4.09478699238031,1.27272727272727,3.77826086956522,9.63333333333333
2011,erc,12154500,33300,365,0,28.5262402240288,1,25,88
2011,etr,12154500,33300,365,0,4.92894096887351,0.5,4.5625,14.2240515058926
2011,pet,12154500,33300,365,0,3.61150315863525,0.325,3.3,9.822224137931
2011,pr,12154500,33300,365,0,2.92504302430105,0,0,37.7
2011,rhmean_pct,12154500,33300,365,0,63.3088589321819,21.6,65.7833333333333,86.15
2011,rmax_pct,12154500,33300,365,0,86.5621935943698,36.3285714285714,90.69,100
2011,rmin_pct,12154500,33300,365,0,40.055524269994,5.94671484184915,40.275,73.26
2011,sph,12154500,33300,365,0,0.00705415707055095,0.00104,0.0059225,0.01804
2011,srad,12154500,33300,365,0,190.030208963751,32.5,187.5,353.058333333333
2011,temp_range_c,12154500,33300,365,0,13.0077373186412,4.80000000000001,12.9,22.4
2011,tmax_c,12154500,33300,365,0,19.630617955579,-6.76249999999999,20.6466666666668,41.05
2011,tmean_c,12154500,33300,365,0,13.1267492962584,-12.214062900641,13.76,32.625
2011,tmin_c,12154500,33300,365,0,6.6228806369378,-18.4166666666666,6.93693064182187,25.0423076923077
2011,vs,12154500,33300,365,0,4.16470398110853,1.3,3.85,9.5
2012,erc,12187800,33300,366,0,33.4358315107038,1,30.5,89
2012,etr,12187800,33300,366,0,5.27224034804531,0.625,5,14.1246753246753
2012,pet,12187800,33300,366,0,3.82931026241481,0.4,3.63333333333333,9.8
2012,pr,12187800,33300,366,0,2.46438716413026,0,0,34.1666666666667
2012,rhmean_pct,12187800,33300,366,0,60.2911795808993,20.45,62.5325,84.9936183510638
2012,rmax_pct,12187800,33300,366,0,83.3344601886066,34.35,86.7833333333334,100
2012,rmin_pct,12187800,33300,366,0,37.2478989731918,5.69259259259259,37.2333333333333,71.5947381916329
2012,sph,12187800,33300,366,0,0.00695492583839159,0.00123,0.00614333333333333,0.01721
2012,srad,12187800,33300,366,0,193.447351857555,32.7,193.55,355.31875
2012,temp_range_c,12187800,33300,366,0,13.4000560217779,4.80000000000001,13.4,22.7
2012,tmax_c,12187800,33300,366,0,20.9743905689842,-3.24130434782603,22.35,41.2108695652175
2012,tmean_c,12187800,33300,366,0,14.2743625580952,-8.21363636363631,15.2,32.3693551678736
2012,tmin_c,12187800,33300,366,0,7.57433454720624,-14,8.05000000000001,24.45
2012,vs,12187800,33300,366,0,4.10126972838216,1.3,3.78125,9.7
2013,erc,12154500,33300,365,0,29.1442518390148,3,26.5555555555556,85.3333333333333
2013,etr,12154500,33300,365,0,4.67313136410731,0.433333333333333,4.4,12.63125
2013,pet,12154500,33300,365,0,3.4382386486165,0.3,3.2,8.9
2013,pr,12154500,33300,365,0,2.75781619228826,0,0,37.65
2013,rhmean_pct,12154500,33300,365,0,63.23050459018,23.0375,65.625,86.1166666666667
2013,rmax_pct,12154500,33300,365,0,85.9742161337842,37.5874934210526,89.8742956349206,100
2013,rmin_pct,12154500,33300,365,0,40.486793046576,7.37857142857143,40.7571428571429,73.3
2013,sph,12154500,33300,365,0,0.00693285973021235,0.00094,0.00583714285714286,0.01735
2013,srad,12154500,33300,365,0,185.899806989076,32.06,183.8,351.7
2013,temp_range_c,12154500,33300,365,0,12.6489900823083,4.69999999999999,12.5521739130434,21.8571428571429
2013,tmax_c,12154500,33300,365,0,18.8617956920148,-7.33095535714287,20.6394978715171,39.05
2013,tmean_c,12154500,33300,365,0,12.5373006508607,-12.2928571428571,13.75,30.7555555555556
2013,tmin_c,12154500,33300,365,0,6.21280560970653,-17.93,6.75,23.85
2013,vs,12154500,33300,365,0,4.14538203512229,1.3,3.875,9.375
2014,erc,12154500,33300,365,0,29.7681858786481,2,27.6666666666667,86.4285714285714
2014,etr,12154500,33300,365,0,4.53267249605401,0.1,4.4,12.06875
2014,pet,12154500,33300,365,0,3.34981875258686,0.1,3.22307692307692,8.5
2014,pr,12154500,33300,365,0,2.73969397735755,0,0,37.325
2014,rhmean_pct,12154500,33300,365,0,62.8744291962875,22.0919327956989,64.24,96.1838709677419
2014,rmax_pct,12154500,33300,365,0,83.0957347099268,35.1857142857143,86.1476190476191,100
2014,rmin_pct,12154500,33300,365,0,42.6531236826481,7.35428502581756,41.25,92.4545454545455
2014,sph,12154500,33300,365,0,0.00663676843709284,0.000711666666666667,0.00575538461538462,0.01687
2014,srad,12154500,33300,365,0,188.23294786042,27.1714285714286,186.77629499561,356.475
2014,temp_range_c,12154500,33300,365,0,11.8542431416456,2.92499999999995,11.8,22.3076923076924
2014,tmax_c,12154500,33300,365,0,17.7076812148082,-11.9099999999999,20.05,36.5
2014,tmean_c,12154500,33300,365,0,11.7805596439855,-17.4242016129032,13.4657894736842,29.5083333333333
2014,tmin_c,12154500,33300,365,0,5.85343807316267,-23.71,7.03000000000009,24.05
2014,vs,12154500,33300,365,0,4.21408603991577,1.3,3.9,9.43181818181818
2015,erc,12154500,33300,365,0,26.9679371926784,1.30769230769231,25,79
2015,etr,12154500,33300,365,0,4.3985270216725,0.2,4.3,10.8
2015,pet,12154500,33300,365,0,3.31276572241205,0.2,3.2,7.85238095238095
2015,pr,12154500,33300,365,0,2.9948727401266,0,0,40.84
2015,rhmean_pct,12154500,33300,365,0,65.6689249566938,26.4,67.7,95.5954545454546
2015,rmax_pct,12154500,33300,365,0,86.16305321616,40.0076894586895,90.3,100
2015,rmin_pct,12154500,33300,365,0,45.1747966972276,10.0765957446809,44.55,91.4333333333333
2015,sph,12154500,33300,365,0,0.00751690230685714,0.000794375,0.00662166666666667,0.0183343756944444
2015,srad,12154500,33300,365,0,190.077597242158,32.2,189.466666666667,351.206254166667
2015,temp_range_c,12154500,33300,365,0,11.6348762476609,2.80000000000007,11.6714285714286,21.5
2015,tmax_c,12154500,33300,365,0,18.7779356253912,-10.05,20.9083333333334,36.8
2015,tmean_c,12154500,33300,365,0,12.9604975015608,-15.75,14.6,30
2015,tmin_c,12154500,33300,365,0,7.14305937773032,-22.1875,8.41999999999996,24.65
2015,vs,12154500,33300,365,0,4.06583264416623,1.27777777777778,3.8,9.3
2016,erc,12187800,33300,366,0,27.1345036397217,0,25.1428571428571,83.1675149828066
2016,etr,12187800,33300,366,0,4.5819885050182,0.2,4.53333333333333,11.2307692307692
2016,pet,12187800,33300,366,0,3.43203861390343,0.2,3.36666666666667,8.14444444444444
2016,pr,12187800,33300,366,0,2.80756844355271,0,0,37.3666666666667
2016,rhmean_pct,12187800,33300,366,0,65.3409635153986,24.2333333333333,67.55,96.0363636363636
2016,rmax_pct,12187800,33300,366,0,86.5132475161564,36.5977971487972,90.75,100
2016,rmin_pct,12187800,33300,366,0,44.1686795146407,9.4235294117647,43.5,92.308699604743
2016,sph,12187800,33300,366,0,0.00759696624869593,0.000957142857142857,0.00651,0.0186157142857143
2016,srad,12187800,33300,366,0,191.613228337925,33.475,189.95,353.471428571429
2016,temp_range_c,12187800,33300,366,0,11.8525895322643,2.90000000000003,11.8333333333333,21.9789473684211
2016,tmax_c,12187800,33300,366,0,19.3738188293623,-7.9083333333333,21.29,36.7500000000001
2016,tmean_c,12187800,33300,366,0,13.4475240632301,-12.7353037343899,14.73125,30.0533344827587
2016,tmin_c,12187800,33300,366,0,7.52122929709801,-18.2660012903226,8.25,24.75
2016,vs,12187800,33300,366,0,4.10477137734843,1.3,3.8,9.5
2017,erc,12154500,33300,365,0,27.3686375232542,0.227272727272727,25,85
2017,etr,12154500,33300,365,0,4.58725713455971,0.3,4.46666666666667,11.35
2017,pet,12154500,33300,365,0,3.41745937196669,0.2,3.3,8.13333333333333
2017,pr,12154500,33300,365,0,2.95206193904579,0,0,39.0222272727272
2017,rhmean_pct,12154500,33300,365,0,64.7793274857312,24,67.0333333333333,91.4166666666667
2017,rmax_pct,12154500,33300,365,0,85.8004074041027,37.5,89.6,100
2017,rmin_pct,12154500,33300,365,0,43.7582475673598,8.4625,43.48,84.1
2017,sph,12154500,33300,365,0,0.00736828766684457,0.000900555555555556,0.006615,0.018
2017,srad,12154500,33300,365,0,189.966419410147,33.6333333333333,188.4,352.934528571429
2017,temp_range_c,12154500,33300,365,0,11.7319860705591,2.80000000000001,11.7142857142857,22.0413793103449
2017,tmax_c,12154500,33300,365,0,19.1149185590518,-8.70999999999998,21.3071428571429,36.7000000000001
2017,tmean_c,12154500,33300,365,0,13.2489255237722,-13.2,14.8105263157895,29.7200000000001
2017,tmin_c,12154500,33300,365,0,7.38293248849268,-18.35,8.41666666666669,24.47
2017,vs,12154500,33300,365,0,4.18060210219146,1.25,3.9,9.6
2018,erc,12154500,33300,365,0,25.2836216172502,0,22,88.0833333333333
2018,etr,12154500,33300,365,0,4.3540170875415,0.3,4.045,12.1243902439024
2018,pet,12154500,33300,365,0,3.28264245836759,0.2,3,8.6
2018,pr,12154500,33300,365,0,3.46014327403134,0,0,43.06
2018,rhmean_pct,12154500,33300,365,0,66.4547237046559,22.6015560493119,69.18,92.17
2018,rmax_pct,12154500,33300,365,0,87.0007447156151,36.3,91.4,100
2018,rmin_pct,12154500,33300,365,0,45.9087026936966,7.68064516129032,46.3,85.2071428571428
2018,sph,12154500,33300,365,0,0.00756720739518308,0.00086,0.006332,0.0179557142857143
2018,srad,12154500,33300,365,0,186.522229105776,32.6625,183.047722567288,352.4
2018,temp_range_c,12154500,33300,365,0,11.3550071784134,2.79499999999996,11.2916666666666,21.9777777777778
2018,tmax_c,12154500,33300,365,0,18.3939762133371,-9.28333333333336,20.1,37.1
2018,tmean_c,12154500,33300,365,0,12.7164726241303,-14.3694456521739,13.8583333333333,30.05
2018,tmin_c,12154500,33300,365,0,7.03896903492359,-20.0782639751552,7.69666666666672,24.55
2018,vs,12154500,33300,365,0,4.11061187412775,1.3,3.8,9.35
2019,erc,12154500,33300,365,0,24.06468422737,0.171428571428571,22,82
2019,etr,12154500,33300,365,0,4.28130463759115,0.25,4.1,10.9625
2019,pet,12154500,33300,365,0,3.24548056723665,0.2,3.04,7.91818181818182
2019,pr,12154500,33300,365,0,3.24785266810832,0,0,39.8
2019,rhmean_pct,12154500,33300,365,0,67.1570225448067,26.3444423076923,69.45,92.0063666666666
2019,rmax_pct,12154500,33300,365,0,88.170292296,41.15,92.7,100
2019,rmin_pct,12154500,33300,365,0,46.1437527936134,9.6,45.92,84.9571428571429
2019,sph,12154500,33300,365,0,0.0075446211622331,0.000848333333333333,0.00641,0.01861
2019,srad,12154500,33300,365,0,189.612715224486,33.2285714285714,188.9,353
2019,temp_range_c,12154500,33300,365,0,11.4926600425803,2.75294117647059,11.5466666666666,21.3190486322188
2019,tmax_c,12154500,33300,365,0,18.2523344239178,-10.2499999999999,19.95,36.85
2019,tmean_c,12154500,33300,365,0,12.5060044026276,-15.494445945946,13.65,30.062687361067
2019,tmin_c,12154500,33300,365,0,6.75967438133748,-21.3666666666667,7.47258064516134,24.75
2019,vs,12154500,33300,365,0,4.11341603331686,1.3,3.8,9.6
2020,erc,12187800,33300,366,0,27.788487717752,1.75,24.8333333333333,91
2020,etr,12187800,33300,366,0,4.56160663059471,0.4,4.4,12
2020,pet,12187800,33300,366,0,3.40277620199832,0.3,3.2,8.5
2020,pr,12187800,33300,366,0,2.97734705954809,0,0,40.31
2020,rhmean_pct,12187800,33300,366,0,64.9285978631312,21.825,67.4,91.0105274356103
