zip,month,pm25_clim_month
01001,1,9.77661817415138
01002,1,10.1648299518319
01003,1,9.70018975332068
01005,1,9.56946215821072
01007,1,10.5690831732412
01008,1,8.67310485196061
01009,1,9.53447185325743
01010,1,10.3894926494547
01011,1,8.11446341977651
01012,1,8.4191440016867
01013,1,10.5598777145267
01020,1,10.3144107105208
01022,1,10.4616427216048
01026,1,7.7367780859242
01027,1,9.38797255875055
01028,1,9.60147058823529
01029,1,8.28341766814253
01030,1,9.7196115637906
01031,1,9.51261859582543
01032,1,8.21343734626467
01033,1,10.5041581746199
01034,1,9.38794230712509
01035,1,9.51469232854432
01036,1,10.6895003162555
01037,1,9.78087005411484
01038,1,8.91714104996838
01039,1,9.37026121361379
01040,1,10.1821073780556
01050,1,8.56165401644529
01053,1,9.30887623866751
01054,1,9.92563477003705
01056,1,10.2364185817696
01057,1,10.4984775605666
01060,1,9.5851302397792
01062,1,9.4762000888207
01063,1,9.91650853889943
01066,1,9.02466793168881
01068,1,9.82395108581067
01069,1,10.1420439143399
01070,1,7.47386871643135
01071,1,9.13640676211834
01072,1,9.90136156330104
01073,1,9.8195640539094
01074,1,8.5123339658444
01075,1,9.88010688146226
01077,1,9.64944177220776
01079,1,9.20050600885516
01080,1,10.4086021505376
01081,1,10.5861989170176
01082,1,9.9272689406211
01083,1,9.90224993223096
01084,1,8.30278029865523
01085,1,9.53903259096508
01088,1,9.88716002530044
01089,1,9.95982179688145
01092,1,10.0066913013083
01093,1,9.66749379652605
01094,1,9.53795066413662
01095,1,10.3059925322887
01096,1,8.78983924671512
01097,1,8.93232131562303
01098,1,7.84844218644794
01103,1,10.5075901328273
01104,1,10.5936568175657
01105,1,10.786843769766
01106,1,9.19165085388994
01107,1,10.2747628083491
01108,1,10.2874762808349
01109,1,10.433523086654
01118,1,10.0352941176471
01119,1,10.5855787476281
01128,1,9.29696394686907
01129,1,9.74806597576996
01144,1,10.7039848197343
01151,1,10.6676944971537
01201,1,8.51610783076972
01220,1,7.71314634724858
01222,1,8.7398798228969
01223,1,7.92202612332124
01224,1,7.6888045540797
01225,1,7.52712992097615
01226,1,7.76390536053131
01229,1,9.05069124423963
01230,1,9.54416811336752
01235,1,7.57190245273737
01236,1,9.60520767446764
01237,1,7.9097941906291
01238,1,8.23277102404237
01240,1,8.20414927261227
01242,1,8.16129032258065
01243,1,7.66520109223863
01244,1,9.46784735399536
01245,1,9.02510982298355
01247,1,7.47853695707392
01253,1,8.65752688172043
01254,1,8.96165217775032
01255,1,9.08155546438279
01256,1,7.40795103620196
01257,1,9.53954498327432
01258,1,11.5284629981025
01259,1,9.49378345464329
01260,1,8.6932321315623
01262,1,8.6840779713645
01264,1,8.56029411764706
01266,1,9.57695174844131
01267,1,7.64084973558043
01270,1,7.50512737696314
01301,1,8.83312105222115
01330,1,7.84402652788998
01331,1,9.46698654806077
01337,1,9.00128889048011
01338,1,7.47106261859583
01339,1,7.64041177606836
01340,1,8.00878723431351
01341,1,8.89312539531942
01342,1,9.02165220927081
01343,1,7.45204137846606
01344,1,9.59796015180266
01346,1,7.61628801476999
01347,1,9.51612903225806
01349,1,9.74755510144504
01350,1,7.33935239027973
01351,1,9.54050750972888
01354,1,9.31313710780636
01355,1,9.86722341170382
01360,1,9.3890855349584
01364,1,9.44637120258515
01366,1,9.49969474465804
01367,1,7.43752436900523
01368,1,9.47373641538727
01370,1,8.32269145002008
01373,1,9.10355554173018
01375,1,9.30474383301708
01376,1,9.12747973089529
01378,1,9.59087075690491
01379,1,9.8735926628716
01380,1,9.80491551459293
01420,1,9.18397446955322
01430,1,8.96516415452365
01431,1,9.06400108430469
01432,1,9.17245657568238
01434,1,9.19566915950441
01436,1,9.12882142104153
01438,1,7.95066413662239
01440,1,9.03525821837017
01450,1,9.76995314254734
01451,1,9.85714285714286
01452,1,9.50654648956357
01453,1,9.40966743233796
01460,1,9.46542694497154
01462,1,9.34364326375712
01463,1,9.3652118912081
01464,1,9.43009209978248
01468,1,9.44095752444898
01469,1,9.2285213837396
01473,1,9.23757480659758
01474,1,9.24892185613248
01475,1,9.16472765732417
01501,1,9.29329263262107
01503,1,9.51602916208928
01504,1,9.6820577693443
01505,1,9.67817120761878
01506,1,9.65223750790639
01507,1,9.73007590132827
01510,1,8.98738140417457
01515,1,9.49573055028463
01516,1,10.1651898403635
01518,1,10.2172675521822
01519,1,9.59239762502295
01520,1,9.41806594822957
01521,1,10.4963165531867
01522,1,9.45074320050601
01523,1,9.14877123154533
01524,1,9.63731815306768
01525,1,8.13472485768501
01527,1,9.32294400258388
01529,1,9.78077166350411
01531,1,9.50841025311163
01532,1,9.14755908228394
01534,1,9.73177449960213
01535,1,9.51459293394777
01536,1,9.09057071960298
01537,1,9.23938879456706
01540,1,9.43959519291588
01541,1,9.71094858237689
01542,1,9.61085972850679
01543,1,9.69316523135309
01545,1,9.029271782748
01550,1,9.95469639468691
01560,1,9.29285262492093
01561,1,9.39468690702087
01562,1,9.63318311195446
01564,1,9.35509455685138
01566,1,9.93179000632511
01568,1,10.0850673785096
01569,1,9.66029843022253
01570,1,9.41939896738891
01571,1,9.73526249209361
01581,1,9.18186874304783
01583,1,9.14481174473185
01585,1,9.80755265068991
01588,1,9.30464033120579
01590,1,9.86749851455734
01602,1,9.30336812144212
01603,1,9.54906478720521
01604,1,9.98662239089184
01605,1,9.96730404320537
01606,1,9.57215144122165
01607,1,9.86907020872865
01608,1,10.3434535104364
01609,1,9.20872865275143
01610,1,10.0189753320683
01611,1,9.1281697429705
01612,1,9.77980540191368
01701,1,9.38089025932954
01702,1,9.54125237191651
01718,1,8.12523719165085
01719,1,9.79971209841
01720,1,9.24545717685653
01721,1,9.13147907719964
01730,1,9.30212945393211
01731,1,10.0101992409867
01740,1,9.83438197010553
01741,1,10.1296510188928
01742,1,9.74868528056384
01745,1,8.61480075901328
01746,1,9.55798217034835
01747,1,9.09404648956357
01748,1,9.55998576850095
01749,1,9.11228931800424
01752,1,9.21379911033689
01754,1,9.73339658444023
01756,1,10.1374616844256
01757,1,9.65446823890847
01760,1,9.53316558039766
01770,1,10.053468269028
01772,1,9.10965976788315
01773,1,10.1093927893738
01775,1,9.93104364326376
01776,1,9.70852239914199
01778,1,9.64744695532172
01801,1,10.2597187758478
01803,1,9.61411074693807
01810,1,9.11931267130508
01821,1,9.1069078283338
